Name,Longitude,Latitude,Solution status,Correction type
row_1_113,-93.63114460999506,44.86782717698229,FIX,RTK
row_1_114,-93.63113348992358,44.86782717910693,FIX,RTK
row_1_115,-93.63112157991304,44.8678271813825,FIX,RTK
row_1_116,-93.63111075990622,44.86782718344981,FIX,RTK
row_1_117,-93.631098419987,44.86782718580752,FIX,RTK
row_1_118,-93.63108730996498,44.867827187930246,FIX,RTK
row_1_119,-93.6310767200266,44.867827189953594,FIX,RTK
row_1_120,-93.63106420014924,44.867827192345686,FIX,RTK
row_1_121,-93.63105304007777,44.867827194477975,FIX,RTK
row_1_122,-93.63104006007111,44.86782719695798,FIX,RTK
row_1_123,-93.63103026011368,44.8678271988304,FIX,RTK
row_1_124,-93.63101902001178,44.86782720097797,FIX,RTK
row_1_125,-93.6310070898681,44.86782720325739,FIX,RTK
row_1_126,-93.63099557990319,44.86782720545653,FIX,RTK
row_1_127,-93.63098428996105,44.86782720761362,FIX,RTK
row_1_128,-93.6309718,44.86782721,FIX,RTK
row_2_1,-93.63243818,44.86785341,FIX,RTK
row_2_2,-93.63242632735759,44.86785339174404,FIX,RTK
row_2_3,-93.63241445020407,44.86785337345032,FIX,RTK
row_2_4,-93.63240372077601,44.86785335692439,FIX,RTK
row_2_5,-93.6323925681303,44.867853339746596,FIX,RTK
row_2_6,-93.63238018064189,44.86785332066684,FIX,RTK
row_2_7,-93.63237131948787,44.8678533070185,FIX,RTK
row_2_8,-93.63235801792553,44.867853286530845,FIX,RTK
row_2_9,-93.63234648531228,44.86785326876781,FIX,RTK
row_2_10,-93.63233399911218,44.86785324953602,FIX,RTK
row_2_11,-93.63232433909647,44.86785323465723,FIX,RTK
row_2_12,-93.63231180937031,44.8678532153584,FIX,RTK
row_2_13,-93.63229915884745,44.86785319587351,FIX,RTK
row_2_14,-93.63228898861951,44.867853180208876,FIX,RTK
row_2_15,-93.63227692600876,44.86785316162951,FIX,RTK
row_2_16,-93.63226631667213,44.86785314528854,FIX,RTK
row_2_17,-93.63225378719125,44.86785312599009,FIX,RTK
row_2_18,-93.6322427077342,44.86785310892502,FIX,RTK
row_2_19,-93.63222999678234,44.86785308934705,FIX,RTK
row_2_20,-93.63221915867334,44.86785307265372,FIX,RTK
row_2_21,-93.63220688658487,44.86785305375171,FIX,RTK
row_2_22,-93.63219421646072,44.867853034236624,FIX,RTK
row_2_23,-93.6321849865963,44.867853020020384,FIX,RTK
row_2_24,-93.63217406735313,44.867853003202086,FIX,RTK
row_2_25,-93.63216097612708,44.867852983038404,FIX,RTK
row_2_26,-93.63214947814384,44.8678529653287,FIX,RTK
row_2_27,-93.63213974693261,44.867852950340264,FIX,RTK
row_2_28,-93.63212386550511,44.86785292587899,FIX,RTK
row_2_29,-93.63211460744998,44.86785291161933,FIX,RTK
row_2_30,-93.63210347851442,44.86785289447805,FIX,RTK
row_2_31,-93.63209070900402,44.86785287480989,FIX,RTK
row_2_32,-93.63207970672556,44.867852857863696,FIX,RTK
row_2_33,-93.63206894723633,44.86785284129146,FIX,RTK
row_2_34,-93.63205734692315,44.867852823424144,FIX,RTK
row_2_35,-93.63204647777174,44.867852806683,FIX,RTK
row_2_36,-93.63203308927615,44.86785278606145,FIX,RTK
row_2_37,-93.6320227099691,44.867852770074784,FIX,RTK
row_2_38,-93.63201084787869,44.86785275180427,FIX,RTK
row_2_39,-93.6319986471084,44.86785273301211,FIX,RTK
row_2_40,-93.63198834847557,44.8678527171497,FIX,RTK
row_2_41,-93.63197658825513,44.86785269903609,FIX,RTK
row_2_42,-93.63196328785801,44.867852678550236,FIX,RTK
row_2_43,-93.6319536679341,44.8678526637332,FIX,RTK
row_2_44,-93.63194060768915,44.86785264361724,FIX,RTK
row_2_45,-93.6319288578673,44.86785262551965,FIX,RTK
row_2_46,-93.631915867806,44.867852605511786,FIX,RTK
row_2_47,-93.6319072774786,44.867852592280585,FIX,RTK
row_2_48,-93.63189430842911,44.86785257230508,FIX,RTK
row_2_49,-93.6318840373124,44.86785255648506,FIX,RTK
row_2_50,-93.63187153810736,44.86785253723323,FIX,RTK
row_2_51,-93.63186058739248,44.86785252036646,FIX,RTK
row_2_52,-93.63184846652982,44.86785250169738,FIX,RTK
row_2_53,-93.6318370579329,44.86785248412535,FIX,RTK
row_2_54,-93.63182583728064,44.86785246684281,FIX,RTK
row_2_55,-93.63181396696874,44.86785244855963,FIX,RTK
row_2_56,-93.63180309821594,44.8678524318191,FIX,RTK
row_2_57,-93.6317919579006,44.8678524146603,FIX,RTK
row_2_58,-93.63178038694335,44.8678523968382,FIX,RTK
row_2_59,-93.63176785758513,44.86785237753993,FIX,RTK
row_2_60,-93.63175555767388,44.867852358595066,FIX,RTK
row_2_61,-93.631744686836,44.867852341851325,FIX,RTK
row_2_62,-93.63173107732955,44.86785232088936,FIX,RTK
row_2_63,-93.63172082835919,44.86785230510345,FIX,RTK
row_2_64,-93.63170900838435,44.86785228689781,FIX,RTK
row_2_65,-93.63169891830935,44.867852271356625,FIX,RTK
row_2_66,-93.6316859965919,44.86785225145403,FIX,RTK
row_2_67,-93.63167652820044,44.8678522368704,FIX,RTK
row_2_68,-93.63166241878837,44.86785221513846,FIX,RTK
row_2_69,-93.6316519076728,44.867852198948775,FIX,RTK
row_2_70,-93.63164174842605,44.86785218330106,FIX,RTK
row_2_71,-93.6316293587912,44.867852164218,FIX,RTK
row_2_72,-93.63161749823395,44.86785214594985,FIX,RTK
row_2_73,-93.63160594976033,44.86785212816238,FIX,RTK
row_2_74,-93.6315961464643,44.86785211306291,FIX,RTK
row_2_75,-93.63158184926088,44.86785209104173,FIX,RTK
row_2_76,-93.63157158940132,44.86785207523904,FIX,RTK
row_2_77,-93.63155601953619,44.86785205125765,FIX,RTK
row_2_78,-93.63154765841047,44.86785203837948,FIX,RTK
row_2_79,-93.63153675754205,44.867852021589485,FIX,RTK
row_2_80,-93.63152524854696,44.86785200386282,FIX,RTK
row_2_81,-93.63151247833132,44.86785198419357,FIX,RTK
row_2_82,-93.63150055979813,44.867851965836124,FIX,RTK
row_2_83,-93.63148994800844,44.86785194949138,FIX,RTK
row_2_84,-93.63147789981315,44.867851930934215,FIX,RTK
row_2_85,-93.63146906758577,44.867851917330434,FIX,RTK
row_2_86,-93.63145634868839,44.86785189774023,FIX,RTK
row_2_87,-93.63144276807795,44.867851876822776,FIX,RTK
row_2_88,-93.6314330192892,44.86785186180726,FIX,RTK
row_2_89,-93.63142155915935,44.867851844155865,FIX,RTK
row_2_90,-93.63141185951179,44.86785182921604,FIX,RTK
row_2_91,-93.63139923917277,44.86785180977764,FIX,RTK
row_2_92,-93.63138794925676,44.867851792388414,FIX,RTK
row_2_93,-93.63137527858068,44.867851772872484,FIX,RTK
row_2_94,-93.6313640097991,44.86785175551581,FIX,RTK
row_2_95,-93.63135108986012,44.86785173561595,FIX,RTK
row_2_96,-93.63133844890794,44.8678517161458,FIX,RTK
row_2_97,-93.63132848085614,44.86785170079257,FIX,RTK
row_2_98,-93.63131787992498,44.86785168446455,FIX,RTK
row_2_99,-93.63130558016705,44.86785166551992,FIX,RTK
row_2_100,-93.63129568944719,44.8678516502858,FIX,RTK
row_2_101,-93.63128267094986,44.867851630234135,FIX,RTK
row_2_102,-93.63127182109308,44.86785161352271,FIX,RTK
row_2_103,-93.63125929035502,44.867851594222316,FIX,RTK
row_2_104,-93.63124889055744,44.86785157820409,FIX,RTK
row_2_105,-93.63123683159564,44.867851559630346,FIX,RTK
row_2_106,-93.63122591072731,44.86785154280955,FIX,RTK
row_2_107,-93.6312111505517,44.86785152007527,FIX,RTK
row_2_108,-93.63120194025791,44.86785150588917,FIX,RTK
row_2_109,-93.6311905604343,44.86785148836147,FIX,RTK
row_2_110,-93.63117815129017,44.86785146924836,FIX,RTK
row_2_111,-93.63116669959643,44.86785145160996,FIX,RTK
row_2_112,-93.63115674961277,44.86785143628455,FIX,RTK
row_2_113,-93.63114440092829,44.86785141726457,FIX,RTK
row_2_114,-93.63113148957875,44.86785139737794,FIX,RTK
row_2_115,-93.63112146069935,44.86785138193102,FIX,RTK
row_2_116,-93.63110959977413,44.8678513636623,FIX,RTK
row_2_117,-93.63109874040802,44.86785134693623,FIX,RTK
row_2_118,-93.6310864711099,44.86785132803851,FIX,RTK
row_2_119,-93.63107455855977,44.86785130969028,FIX,RTK
row_2_120,-93.63106232950678,44.86785129085455,FIX,RTK
row_2_121,-93.63105119017264,44.86785127369726,FIX,RTK
row_2_122,-93.63104127018883,44.867851258418064,FIX,RTK
row_2_123,-93.63102914966348,44.8678512397495,FIX,RTK
row_2_124,-93.6310168892001,44.8678512208654,FIX,RTK
row_2_125,-93.63100573857817,44.86785120369071,FIX,RTK
row_2_126,-93.63099331826886,44.86785118456041,FIX,RTK
row_2_127,-93.63098143145268,44.86785116625181,FIX,RTK
row_2_128,-93.63097088,44.86785115,FIX,RTK
row_3_1,-93.63243845,44.86787731,FIX,RTK
row_3_2,-93.63242716022208,44.86787729769087,FIX,RTK
row_3_3,-93.63241549081403,44.86787728496783,FIX,RTK
row_3_4,-93.63240467001482,44.86787727317003,FIX,RTK
row_3_5,-93.63239240028263,44.86787725979247,FIX,RTK
row_3_6,-93.63238127015703,44.86787724765741,FIX,RTK
row_3_7,-93.6323693391868,44.86787723464919,FIX,RTK
row_3_8,-93.63235733986636,44.86787722156646,FIX,RTK
row_3_9,-93.63234605917678,44.86787720926724,FIX,RTK
row_3_10,-93.63233492998451,44.8678771971332,FIX,RTK
row_3_11,-93.6323227599265,44.867877183864316,FIX,RTK
row_3_12,-93.63231038038991,44.86787717036703,FIX,RTK
row_3_13,-93.63230038850345,44.86787715947298,FIX,RTK
row_3_14,-93.63228954946244,44.867877147655285,FIX,RTK
row_3_15,-93.63227717951342,44.86787713416846,FIX,RTK
row_3_16,-93.63226429986949,44.86787712012592,FIX,RTK
row_3_17,-93.63225370959067,44.86787710857945,FIX,RTK
row_3_18,-93.6322414791204,44.867877095244694,FIX,RTK
row_3_19,-93.63223057971052,44.86787708336118,FIX,RTK
row_3_20,-93.63221870943475,44.86787707041914,FIX,RTK
row_3_21,-93.63220484087843,44.8678770552984,FIX,RTK
row_3_22,-93.63219488981669,44.86787704444886,FIX,RTK
row_3_23,-93.63218354864972,44.867877032083705,FIX,RTK
row_3_24,-93.63217368954129,44.86787702133442,FIX,RTK
row_3_25,-93.63216118913675,44.86787700770536,FIX,RTK
row_3_26,-93.6321491493606,44.867876994578516,FIX,RTK
row_3_27,-93.6321390594713,44.86787698357762,FIX,RTK
row_3_28,-93.63212657826362,44.86787696996949,FIX,RTK
row_3_29,-93.63211473935522,44.86787695706165,FIX,RTK
row_3_30,-93.63210305936114,44.86787694432707,FIX,RTK
row_3_31,-93.63209060945573,44.86787693075307,FIX,RTK
row_3_32,-93.6320798476362,44.867876919019565,FIX,RTK
row_3_33,-93.63206766951001,44.86787690574188,FIX,RTK
row_3_34,-93.63205637981889,44.86787689343285,FIX,RTK
row_3_35,-93.63204562904123,44.86787688171139,FIX,RTK
row_3_36,-93.63203506019495,44.86787687018828,FIX,RTK
row_3_37,-93.63202333013588,44.867876857399125,FIX,RTK
row_3_38,-93.63201148025075,44.86787684447932,FIX,RTK
row_3_39,-93.63199944910711,44.86787683136188,FIX,RTK
row_3_40,-93.63198797972031,44.867876818856935,FIX,RTK
row_3_41,-93.63197668892221,44.8678768065467,FIX,RTK
row_3_42,-93.63196327006096,44.867876791916245,FIX,RTK
row_3_43,-93.63195182000123,44.867876779432365,FIX,RTK
row_3_44,-93.63194059022315,44.867876767188655,FIX,RTK
row_3_45,-93.63192843031706,44.86787675393084,FIX,RTK
row_3_46,-93.6319199405108,44.86787674467449,FIX,RTK
row_3_47,-93.63190703032429,44.867876730598645,FIX,RTK
row_3_48,-93.63189632095738,44.86787671892234,FIX,RTK
row_3_49,-93.63188172984152,44.86787670301379,FIX,RTK
row_3_50,-93.6318721196255,44.86787669253587,FIX,RTK
row_3_51,-93.63186222988766,44.867876681753195,FIX,RTK
row_3_52,-93.6318464507064,44.86787666454932,FIX,RTK
row_3_53,-93.63183797940242,44.86787665531315,FIX,RTK
row_3_54,-93.63182474912985,44.86787664088832,FIX,RTK
row_3_55,-93.63181439971868,44.86787662960446,FIX,RTK
row_3_56,-93.63180248955152,44.86787661661893,FIX,RTK
row_3_57,-93.63179120933945,44.86787660432023,FIX,RTK
row_3_58,-93.63177936967135,44.867876591411566,FIX,RTK
row_3_59,-93.63176844950183,44.86787657950542,FIX,RTK
row_3_60,-93.63175471029405,44.8678765645257,FIX,RTK
row_3_61,-93.63174418060115,44.867876553045285,FIX,RTK
row_3_62,-93.63173340941111,44.86787654130157,FIX,RTK
row_3_63,-93.63172236978454,44.86787652926518,FIX,RTK
row_3_64,-93.63170975896787,44.86787651551574,FIX,RTK
row_3_65,-93.63169726917107,44.867876501898245,FIX,RTK
row_3_66,-93.63168689969484,44.86787649059251,FIX,RTK
row_3_67,-93.6316757807196,44.867876478469604,FIX,RTK
row_3_68,-93.63166251005643,44.867876464000744,FIX,RTK
row_3_69,-93.6316517198432,44.86787645223628,FIX,RTK
row_3_70,-93.63164127025864,44.86787644084321,FIX,RTK
row_3_71,-93.63162776057278,44.86787642611374,FIX,RTK
row_3_72,-93.63161812087777,44.86787641560368,FIX,RTK
row_3_73,-93.63160634097076,44.867876402760174,FIX,RTK
row_3_74,-93.63159359000247,44.86787638885792,FIX,RTK
row_3_75,-93.63158222044179,44.86787637646181,FIX,RTK
row_3_76,-93.63157198131255,44.867876365298194,FIX,RTK
row_3_77,-93.63155986064665,44.86787635208316,FIX,RTK
row_3_78,-93.6315490296304,44.867876340274215,FIX,RTK
row_3_79,-93.63153680978957,44.86787632695105,FIX,RTK
row_3_80,-93.63152499116329,44.86787631406532,FIX,RTK
row_3_81,-93.63151380010447,44.867876301863824,FIX,RTK
row_3_82,-93.63150213002358,44.86787628914006,FIX,RTK
row_3_83,-93.63149043083266,44.86787627638455,FIX,RTK
row_3_84,-93.63147875114248,44.86787626365031,FIX,RTK
row_3_85,-93.63146664034632,44.86787625044603,FIX,RTK
row_3_86,-93.63145606043648,44.86787623891087,FIX,RTK
row_3_87,-93.63144462994259,44.86787622644832,FIX,RTK
row_3_88,-93.63143335049021,44.86787621415045,FIX,RTK
row_3_89,-93.63142128121336,44.86787620099144,FIX,RTK
row_3_90,-93.63141015069706,44.86787618885595,FIX,RTK
row_3_91,-93.63139792037872,44.86787617552137,FIX,RTK
row_3_92,-93.63138569095031,44.86787616218775,FIX,RTK
row_3_93,-93.6313761607775,44.8678761517971,FIX,RTK
row_3_94,-93.63136406056738,44.867876138604366,FIX,RTK
row_3_95,-93.63135135055404,44.86787612474677,FIX,RTK
row_3_96,-93.63133998979953,44.86787611236026,FIX,RTK
row_3_97,-93.63132945182139,44.86787610087081,FIX,RTK
row_3_98,-93.63131652117912,44.86787608677267,FIX,RTK
row_3_99,-93.63130602996672,44.8678760753342,FIX,RTK
row_3_100,-93.6312942709496,44.867876062513474,FIX,RTK
row_3_101,-93.63128228117331,44.86787604944114,FIX,RTK
row_3_102,-93.63127099093957,44.867876037131516,FIX,RTK
row_3_103,-93.63125921044652,44.86787602428737,FIX,RTK
row_3_104,-93.63124877053633,44.867876012904844,FIX,RTK
row_3_105,-93.63123675004385,44.867875999799026,FIX,RTK
row_3_106,-93.63122580143721,44.86787598786187,FIX,RTK
row_3_107,-93.63121342999051,44.86787597437341,FIX,RTK
row_3_108,-93.63120109997628,44.86787596093013,FIX,RTK
row_3_109,-93.63118916996109,44.867875947922954,FIX,RTK
row_3_110,-93.63117679979503,44.867875934435894,FIX,RTK
row_3_111,-93.63116730983919,44.86787592408909,FIX,RTK
row_3_112,-93.63115625882347,44.86787591204028,FIX,RTK
row_3_113,-93.63114353885356,44.86787589817183,FIX,RTK
row_3_114,-93.63113130966391,44.867875884838476,FIX,RTK
row_3_115,-93.63111965925737,44.86787587213616,FIX,RTK
row_3_116,-93.6311085890231,44.8678758600664,FIX,RTK
row_3_117,-93.6310979887226,44.867875848509,FIX,RTK
row_3_118,-93.6310861688157,44.867875835621874,FIX,RTK
row_3_119,-93.63107454925559,44.86787582295319,FIX,RTK
row_3_120,-93.63106305939132,44.867875810425915,FIX,RTK
row_3_121,-93.63105332885,44.8678757998168,FIX,RTK
row_3_122,-93.63104111939984,44.86787578650497,FIX,RTK
row_3_123,-93.63102943916701,44.86787577377013,FIX,RTK
row_3_124,-93.63101746993333,44.8678757607202,FIX,RTK
row_3_125,-93.63100508915952,44.86787574722157,FIX,RTK
row_3_126,-93.63099491914018,44.86787573613331,FIX,RTK
row_3_127,-93.63098187127649,44.86787572190735,FIX,RTK
row_3_128,-93.63097095,44.86787571,FIX,RTK
row_4_1,-93.63243421,44.8679023,FIX,RTK
row_4_2,-93.63242476848805,44.86790228780116,FIX,RTK
row_4_3,-93.6324153289567,44.867902275604884,FIX,RTK
row_4_4,-93.63240389835163,44.867902260836054,FIX,RTK
row_4_5,-93.63239189888023,44.867902245332225,FIX,RTK
row_4_6,-93.63237954827821,44.86790222937472,FIX,RTK
row_4_7,-93.63236809816193,44.86790221458068,FIX,RTK
row_4_8,-93.63235692778751,44.86790220014808,FIX,RTK
row_4_9,-93.63234477787933,44.86790218444988,FIX,RTK
row_4_10,-93.63233274907681,44.86790216890816,FIX,RTK
row_4_11,-93.63232172677272,44.86790215466687,FIX,RTK
row_4_12,-93.63231088742607,44.86790214066197,FIX,RTK
row_4_13,-93.63229908792829,44.867902125416514,FIX,RTK
row_4_14,-93.63228856729448,44.86790211182341,FIX,RTK
row_4_15,-93.63227678766802,44.86790209660363,FIX,RTK
row_4_16,-93.6322641074272,44.86790208022022,FIX,RTK
row_4_17,-93.63225239741467,44.867902065090384,FIX,RTK
row_4_18,-93.63224124652575,44.86790205068296,FIX,RTK
row_4_19,-93.63222952792798,44.86790203554203,FIX,RTK
row_4_20,-93.63221854752719,44.86790202135488,FIX,RTK
row_4_21,-93.63220646743872,44.86790200574689,FIX,RTK
row_4_22,-93.63219361830453,44.86790198914527,FIX,RTK
row_4_23,-93.63218310720768,44.86790197556448,FIX,RTK
row_4_24,-93.63217184881417,44.867901961018156,FIX,RTK
row_4_25,-93.63216067635624,44.86790194658286,FIX,RTK
row_4_26,-93.63214846768292,44.867901930808735,FIX,RTK
row_4_27,-93.63213766882487,44.86790191685615,FIX,RTK
row_4_28,-93.6321268859798,44.86790190292425,FIX,RTK
row_4_29,-93.63211318774871,44.86790188522556,FIX,RTK
row_4_30,-93.63210097868958,44.86790186945093,FIX,RTK
row_4_31,-93.63209000875176,44.8679018552773,FIX,RTK
row_4_32,-93.63207915886498,44.867901841258785,FIX,RTK
row_4_33,-93.63206748802921,44.86790182617957,FIX,RTK
row_4_34,-93.63205643883761,44.86790181190354,FIX,RTK
row_4_35,-93.6320437885967,44.867901795558886,FIX,RTK
row_4_36,-93.63203296876127,44.8679017815792,FIX,RTK
row_4_37,-93.63202332727569,44.86790176912199,FIX,RTK
row_4_38,-93.6320107078321,44.86790175281713,FIX,RTK
row_4_39,-93.63199783874941,44.86790173618973,FIX,RTK
row_4_40,-93.63198788824232,44.86790172333325,FIX,RTK
row_4_41,-93.6319747596235,44.86790170637051,FIX,RTK
row_4_42,-93.63196372906854,44.867901692118565,FIX,RTK
row_4_43,-93.63195264792216,44.86790167780125,FIX,RTK
row_4_44,-93.63193966883983,44.86790166103172,FIX,RTK
row_4_45,-93.63192962846166,44.867901648059124,FIX,RTK
row_4_46,-93.63191790870638,44.8679016329167,FIX,RTK
row_4_47,-93.63190568782099,44.8679016171268,FIX,RTK
row_4_48,-93.6318950386795,44.86790160336765,FIX,RTK
row_4_49,-93.63188276833445,44.86790158751384,FIX,RTK
row_4_50,-93.63187125855275,44.867901572642715,FIX,RTK
row_4_51,-93.63186098866406,44.86790155937358,FIX,RTK
row_4_52,-93.63184786873339,44.86790154242207,FIX,RTK
row_4_53,-93.63183545018937,44.86790152637678,FIX,RTK
row_4_54,-93.6318257287298,44.86790151381624,FIX,RTK
row_4_55,-93.6318143184076,44.86790149907362,FIX,RTK
row_4_56,-93.63180155834712,44.86790148258707,FIX,RTK
row_4_57,-93.63179152802034,44.86790146962746,FIX,RTK
row_4_58,-93.6317790585505,44.867901453516374,FIX,RTK
row_4_59,-93.63176611815624,44.867901436796835,FIX,RTK
row_4_60,-93.63175646816259,44.86790142432863,FIX,RTK
row_4_61,-93.63174363918266,44.867901407753045,FIX,RTK
row_4_62,-93.63173173868206,44.867901392377085,FIX,RTK
row_4_63,-93.63172100833188,44.86790137851302,FIX,RTK
row_4_64,-93.63170939831903,44.86790136351239,FIX,RTK
row_4_65,-93.63169872807153,44.86790134972597,FIX,RTK
row_4_66,-93.6316859489114,44.86790133321475,FIX,RTK
row_4_67,-93.63167471876866,44.86790131870493,FIX,RTK
